user_id,age,gender,country,account_age_months,subscription_type,monthly_fee,payment_method,primary_device,devices_used,favorite_genre,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,rating_given,content_interactions,recommendation_click_rate,days_since_last_login,churned
U113250,34,2,6,1,3,7.99,4,2,1,5,237,1,2,88,3.2,15,60,24,0
U113251,35,2,2,18,2,15.99,3,1,3,8,137,4,4,65,4.0,12,48,30,0
U113252,49,1,1,3,1,12.99,2,1,3,8,86,5,2,85,2.4,12,60,23,1
U113253,55,3,9,26,1,15.99,4,1,2,8,126,7,14,46,1.2,32,25,34,0
U113254,40,1,10,57,3,12.99,3,2,1,4,34,4,6,36,3.3,12,76,12,1
U113255,63,2,7,13,1,7.99,1,1,1,7,267,5,12,93,3.4,25,16,0,0
U113256,40,2,3,11,1,15.99,2,4,3,3,278,18,13,43,2.6,3,1,51,0
U113257,52,2,10,5,1,7.99,2,4,3,1,90,5,7,73,4.9,29,44,33,0
U113258,56,1,9,5,1,12.99,2,3,1,7,158,10,11,58,4.1,19,58,16,1
U113259,32,1,7,6,1,7.99,3,4,3,7,179,15,11,40,1.1,26,84,38,0
U113260,41,2,9,12,1,7.99,2,2,3,7,260,8,14,51,2.6,16,30,2,0
U113261,45,2,7,5,2,12.99,2,2,1,3,85,18,2,87,4.8,30,60,47,0
U113262,33,3,2,1,2,12.99,2,2,2,7,99,15,11,42,1.8,21,4,48,1
U113263,33,1,4,9,3,15.99,4,3,1,8,79,9,3,59,4.2,15,72,45,1
U113264,57,3,3,59,3,7.99,1,2,2,3,28,8,6,95,1.5,3,74,36,0
U113265,56,2,6,4,3,15.99,4,3,2,5,25,9,9,74,2.8,13,63,56,0
U113266,23,2,3,10,2,12.99,3,2,1,7,214,14,4,86,1.7,39,35,13,0
U113267,19,2,4,53,1,12.99,1,3,1,7,206,6,1,80,4.8,16,77,43,1
U113268,30,3,7,13,2,12.99,2,2,1,3,228,6,4,79,4.7,46,43,26,0
U113269,61,1,1,15,1,15.99,1,1,1,3,277,18,13,48,1.6,18,53,52,0
U113270,64,1,7,39,3,7.99,1,4,2,4,140,10,14,98,4.6,1,58,46,0
U113271,26,3,4,36,1,7.99,4,2,1,3,62,8,0,98,2.8,23,78,36,0
U113272,51,1,7,19,3,12.99,4,2,3,1,295,5,0,46,4.4,28,33,22,0
U113273,34,3,10,43,1,7.99,4,4,3,8,278,14,9,59,1.4,38,32,53,0
U113274,44,3,6,28,1,15.99,1,3,3,6,33,11,3,74,1.7,45,35,49,1
U113275,46,1,6,47,2,7.99,3,2,1,8,134,10,4,70,4.3,39,29,30,0
U113276,54,1,2,41,1,12.99,1,4,1,3,153,12,3,71,1.3,22,74,16,0
U113277,60,3,4,54,3,15.99,4,1,2,6,249,13,10,54,3.1,7,33,26,0
U113278,39,1,6,54,3,12.99,3,3,1,6,276,1,7,76,2.0,44,42,46,0
U113279,41,1,8,35,2,15.99,2,1,3,8,68,5,7,42,1.1,8,46,41,1
U113280,24,3,6,8,1,7.99,3,3,1,1,196,15,10,40,1.2,16,3,53,1
U113281,51,2,10,38,1,15.99,4,1,2,5,205,1,10,87,4.4,16,73,35,1
U113282,29,3,5,43,3,12.99,3,2,3,1,176,6,12,38,2.6,7,67,35,1
U113283,40,1,6,22,2,15.99,3,4,3,5,76,18,6,78,3.8,41,32,59,1
U113284,32,2,7,46,1,7.99,3,2,3,6,143,8,11,91,4.6,44,47,36,0
U113285,50,1,1,53,1,7.99,2,4,3,7,212,8,4,61,3.1,28,96,38,0
U113286,30,3,2,33,1,12.99,3,1,2,6,123,18,11,33,1.7,47,27,50,0
U113287,40,3,6,32,1,12.99,2,2,1,6,147,12,5,94,4.2,14,8,23,0
U113288,55,3,4,57,2,15.99,4,4,3,3,110,13,4,71,3.9,20,61,0,1
U113289,49,2,5,4,2,12.99,2,1,2,2,226,8,0,90,3.2,7,48,8,1
U113290,62,1,7,27,2,12.99,1,4,1,7,195,18,13,83,4.8,48,11,24,0
U113291,52,2,5,44,1,15.99,4,2,3,8,132,13,12,37,2.1,1,76,33,1
U113292,18,3,9,18,1,15.99,4,2,2,3,66,2,5,73,4.4,33,35,51,0
U113293,64,1,9,28,3,15.99,4,4,2,7,274,7,14,85,4.4,42,96,46,0
U113294,62,3,3,57,1,12.99,2,1,3,6,258,6,11,97,3.9,13,71,34,0
U113295,22,1,9,44,1,7.99,2,1,2,6,20,1,6,87,3.6,8,94,46,0
U113296,30,2,9,8,3,12.99,4,1,1,4,139,17,5,43,4.1,35,88,8,0
U113297,22,2,9,44,3,12.99,1,3,3,7,91,3,7,48,2.6,45,40,22,0
U113298,49,2,10,57,1,15.99,3,1,2,6,175,7,2,88,2.0,24,43,51,0
U113299,38,2,10,11,1,15.99,4,1,2,3,30,14,5,98,1.1,2,83,16,0
U113300,41,1,6,53,1,7.99,3,3,3,8,160,16,0,35,1.2,14,5,2,0
U113301,35,1,1,59,1,15.99,1,4,2,2,95,6,0,89,1.3,5,71,38,0
U113302,38,2,1,22,1,15.99,1,4,3,4,39,17,1,72,3.4,25,7,29,1
U113303,27,2,5,49,2,15.99,4,2,3,8,13,9,7,95,4.2,45,46,19,0
U113304,41,1,7,1,2,15.99,3,1,3,2,234,11,4,46,1.4,0,6,53,0
U113305,57,3,10,33,1,7.99,3,4,1,6,45,1,12,56,1.5,38,55,33,0
U113306,64,2,10,21,1,15.99,2,4,2,5,297,18,9,78,4.4,20,49,15,0
U113307,38,1,10,59,2,7.99,4,2,1,2,190,14,10,43,4.8,12,93,22,0
U113308,42,2,10,38,2,15.99,2,2,2,5,58,1,1,70,1.2,1,8,14,0
U113309,40,1,3,19,1,12.99,2,4,2,2,149,9,4,32,4.6,35,54,14,1
U113310,39,2,7,35,1,15.99,4,3,2,2,58,13,2,30,3.6,42,99,42,0
U113311,21,2,3,41,3,15.99,4,3,3,7,238,8,4,54,1.9,42,12,7,0
U113312,51,3,1,58,1,15.99,3,1,3,3,66,15,4,69,3.3,48,92,34,0
U113313,23,3,8,6,2,15.99,3,3,3,1,122,18,11,82,4.9,12,8,15,0
U113314,45,3,7,15,2,15.99,4,4,3,1,90,9,5,92,3.5,4,13,59,0
U113315,48,3,4,24,2,12.99,2,4,3,4,38,13,12,75,3.3,3,59,56,1
U113316,52,2,8,44,1,7.99,2,4,1,5,144,10,10,55,4.7,26,96,56,1
U113317,56,2,8,49,1,15.99,3,3,3,4,297,8,4,30,1.2,5,89,39,1
U113318,59,3,5,33,1,15.99,3,3,1,3,244,11,8,90,2.0,34,11,16,1
U113319,40,3,2,25,2,15.99,4,2,3,2,263,17,3,32,1.3,9,17,22,1
U113320,23,2,10,10,2,12.99,1,2,3,5,283,5,5,98,1.7,8,72,11,0
U113321,33,1,1,13,3,7.99,1,2,3,4,162,14,7,97,3.1,33,85,18,0
U113322,19,3,8,29,1,7.99,2,2,2,6,290,3,3,49,1.2,45,40,31,0
U113323,41,1,9,41,3,12.99,2,1,1,6,141,12,6,65,1.2,1,22,2,1
U113324,34,2,10,1,1,15.99,4,2,3,4,209,7,6,77,3.5,28,77,8,0
U113325,62,1,1,10,1,7.99,3,4,2,3,295,3,8,68,2.9,49,93,23,1
U113326,18,3,5,34,2,12.99,4,4,3,6,268,15,0,35,3.0,23,85,50,0
U113327,23,3,4,36,1,12.99,3,1,1,4,17,14,4,34,4.4,35,46,29,1
U113328,22,3,10,58,3,15.99,1,1,3,2,293,1,9,60,2.4,44,51,2,0
U113329,62,3,10,41,2,7.99,1,2,3,1,296,12,3,78,1.0,16,45,35,0
U113330,46,3,10,37,2,15.99,3,4,1,2,23,12,0,58,3.1,17,56,52,0
U113331,29,2,5,16,3,12.99,1,2,1,6,34,19,2,81,2.3,34,63,17,0
U113332,56,1,2,7,1,7.99,4,2,1,1,249,9,4,76,4.2,1,92,59,0
U113333,64,2,2,19,2,12.99,1,2,3,1,147,4,11,96,2.6,36,80,47,0
U113334,20,2,1,50,3,15.99,3,3,2,1,131,1,4,39,1.6,46,64,51,0
U113335,18,2,8,27,1,7.99,2,2,3,4,96,19,6,65,3.2,15,43,46,1
U113336,44,1,2,39,3,15.99,2,4,3,4,107,17,12,46,3.9,11,31,42,1
U113337,41,1,8,9,1,7.99,3,1,1,2,264,4,8,68,4.6,45,91,12,1
U113338,61,2,5,54,3,7.99,2,2,3,7,72,14,12,62,2.4,46,83,23,0
U113339,36,1,1,4,3,15.99,1,1,2,3,157,13,10,95,1.4,48,4,3,0
U113340,25,2,10,9,1,15.99,3,1,2,8,155,19,12,93,3.1,7,68,5,0
U113341,61,2,7,10,3,7.99,4,2,1,3,56,16,3,55,1.3,29,98,6,0
U113342,64,3,8,6,1,12.99,4,3,2,5,200,13,7,77,4.0,45,97,55,0
U113343,19,1,10,30,3,7.99,1,3,3,5,297,1,12,74,1.6,30,62,56,1
U113344,47,3,1,52,2,12.99,2,4,2,8,118,5,10,44,4.4,42,73,40,0
U113345,47,2,9,36,3,15.99,2,4,3,4,17,5,11,85,2.1,44,49,38,0
U113346,56,2,6,37,1,12.99,2,3,3,8,96,4,4,89,3.5,43,72,16,0
U113347,62,2,10,9,1,12.99,1,4,1,7,170,6,4,87,1.7,40,36,28,0
U113348,49,3,5,40,1,12.99,4,4,2,4,218,2,2,38,3.7,38,49,12,1
U113349,18,3,6,1,1,15.99,1,1,1,2,59,12,13,57,4.0,38,21,18,0
U113350,55,2,5,35,1,7.99,4,3,2,5,264,9,2,52,3.8,34,18,13,0
U113351,30,3,3,15,1,12.99,2,2,2,7,59,9,6,53,2.6,38,51,56,1
U113352,28,2,6,35,1,12.99,2,1,2,5,278,13,2,86,4.2,3,68,40,0
U113353,27,2,8,26,3,7.99,2,2,2,4,130,18,8,75,2.2,15,39,37,0
U113354,43,3,9,51,2,12.99,3,1,3,1,192,2,12,61,3.4,18,62,28,0
U113355,37,1,7,51,3,15.99,4,3,1,1,148,2,3,33,3.5,5,16,24,0
U113356,34,2,2,44,2,7.99,1,2,2,1,193,1,11,65,3.3,4,61,47,1
U113357,34,2,1,3,1,12.99,4,3,2,5,68,4,4,68,3.1,38,32,37,0
U113358,21,3,2,48,2,12.99,2,4,2,8,243,19,4,47,4.3,33,91,48,1
U113359,22,3,10,28,1,7.99,3,2,1,5,297,6,13,77,4.5,19,97,22,0
U113360,40,3,8,50,1,7.99,1,2,1,4,89,19,14,78,1.1,28,19,20,0
U113361,63,2,4,15,2,15.99,4,4,1,1,147,8,6,99,2.8,33,45,15,0
U113362,27,1,10,51,1,15.99,4,2,2,5,218,9,10,59,4.1,21,24,59,0
U113363,63,1,1,5,1,12.99,4,3,1,5,206,2,1,78,3.1,24,74,8,0
U113364,45,1,7,58,1,15.99,2,2,1,4,167,14,4,72,3.8,48,10,58,1
U113365,50,2,7,55,2,15.99,1,4,1,8,173,10,12,63,1.1,32,67,54,0
U113366,60,3,2,4,2,15.99,4,4,2,1,137,7,10,80,3.2,42,62,30,1
U113367,43,1,7,45,1,12.99,4,2,3,6,106,11,7,33,5.0,30,21,25,0
U113368,46,1,2,26,1,12.99,1,4,1,4,275,3,5,34,4.0,14,79,19,0
U113369,44,1,7,1,1,12.99,2,1,2,2,174,1,5,98,2.8,26,76,16,0
U113370,35,2,7,23,3,12.99,2,2,1,1,83,8,2,88,3.4,42,58,40,0
U113371,57,3,9,1,2,12.99,4,3,1,2,291,8,9,95,2.3,2,27,56,0
U113372,27,3,7,58,2,12.99,1,1,2,7,153,11,13,98,2.6,30,82,55,0
U113373,59,3,10,7,1,15.99,1,4,1,2,45,7,0,98,4.1,3,34,41,0
U113374,22,3,7,50,1,15.99,4,3,2,7,186,7,2,95,2.5,9,69,41,0
U113375,27,1,2,11,3,7.99,3,4,1,2,299,12,12,89,1.2,38,95,35,1
U113376,38,3,8,51,1,15.99,3,3,1,4,89,15,1,97,3.1,40,36,19,0
U113377,41,1,2,23,2,15.99,3,4,3,4,67,6,3,41,1.5,3,77,45,0
U113378,55,2,4,2,1,12.99,2,4,2,7,45,6,10,46,4.0,37,28,31,0
U113379,20,2,4,21,3,15.99,1,4,1,6,118,5,12,39,3.9,44,22,36,1
U113380,57,2,6,12,3,7.99,1,3,3,6,277,4,3,42,3.7,17,91,5,0
U113381,48,3,4,48,3,12.99,3,2,3,5,183,2,9,68,2.9,4,23,34,1
U113382,58,3,10,34,1,7.99,1,1,3,3,121,2,11,43,2.0,42,85,18,0
U113383,54,1,5,49,1,7.99,3,1,3,2,177,10,13,95,1.7,13,31,52,0
U113384,19,3,6,43,2,12.99,3,3,1,7,246,1,13,39,4.3,0,50,19,1
U113385,19,2,10,11,1,15.99,2,3,3,8,63,15,3,43,4.8,32,17,18,0
U113386,56,3,3,7,1,12.99,2,3,3,1,142,10,8,43,1.9,12,15,45,0
U113387,59,1,3,40,1,12.99,3,4,1,4,262,15,5,74,2.3,14,14,36,0
U113388,61,2,7,33,3,12.99,3,1,3,3,244,17,4,53,4.0,2,4,40,0
U113389,51,2,6,29,2,15.99,3,3,3,6,172,11,3,96,2.6,2,58,32,0
U113390,59,1,5,54,3,7.99,4,4,1,7,260,17,11,31,2.4,49,69,53,0
U113391,37,2,6,26,3,15.99,1,3,1,3,18,17,14,86,4.6,23,65,12,0
U113392,50,1,6,39,1,7.99,3,2,3,8,17,15,11,56,4.9,46,83,16,0
U113393,21,1,4,45,1,15.99,2,2,3,1,245,9,12,95,4.7,28,44,57,0
U113394,62,3,7,53,3,15.99,1,3,1,6,268,10,5,96,3.7,3,46,5,0
U113395,61,2,9,34,3,7.99,4,4,3,7,255,5,12,58,3.6,8,88,38,1
U113396,28,3,1,5,1,12.99,4,4,1,6,295,9,9,36,1.0,25,96,38,0
U113397,59,3,2,40,3,7.99,2,2,2,5,224,13,8,44,4.4,48,62,56,0
U113398,64,1,7,49,3,15.99,3,3,2,5,186,1,6,39,1.2,36,44,55,0
U113399,22,1,3,22,2,7.99,3,4,2,4,167,17,8,35,1.7,22,57,17,1
U113400,42,3,3,54,1,12.99,1,2,2,5,104,2,8,81,4.5,30,45,43,0
U113401,54,1,1,47,2,15.99,2,4,2,1,71,5,1,87,2.3,4,77,28,0
U113402,51,2,7,26,1,12.99,4,2,1,6,32,13,5,77,1.4,40,54,2,0
U113403,26,2,6,23,2,7.99,2,3,1,8,31,9,0,50,1.3,6,42,4,1
U113404,23,3,8,3,1,7.99,3,4,1,5,133,2,14,94,4.8,6,10,48,0
U113405,35,2,1,2,1,12.99,3,3,1,8,17,11,7,90,2.8,31,5,47,1
U113406,31,3,5,54,3,15.99,3,2,1,6,107,10,12,34,3.0,2,69,52,1
U113407,36,2,2,27,3,15.99,2,1,3,7,142,9,13,84,4.6,22,4,47,0
U113408,31,1,3,36,2,15.99,3,1,3,8,263,17,10,71,3.2,7,91,17,0
U113409,57,2,8,26,1,7.99,2,2,2,8,139,17,6,91,4.7,29,4,15,0
U113410,34,1,2,11,2,15.99,4,3,1,6,30,12,12,66,3.0,16,38,45,1
U113411,52,3,7,37,1,15.99,1,1,2,4,268,18,10,90,1.4,16,7,25,0
U113412,46,2,4,20,2,7.99,1,2,3,7,257,4,8,93,4.9,31,49,23,0
U113413,59,1,6,50,3,7.99,4,1,1,6,184,18,4,65,3.0,5,91,17,0
U113414,34,1,4,35,2,15.99,2,1,1,5,116,8,3,91,1.1,43,67,16,0
U113415,60,3,4,15,2,12.99,1,2,2,8,104,10,11,80,4.6,9,65,51,0
U113416,25,3,5,37,2,7.99,2,1,2,8,227,10,7,71,1.9,6,22,49,0
U113417,18,2,4,3,1,12.99,4,2,1,7,276,2,13,59,4.2,3,86,17,0
U113418,62,2,4,47,2,15.99,3,2,1,1,213,5,4,40,3.5,10,74,22,1
U113419,53,2,8,34,1,15.99,1,1,1,2,227,4,10,96,4.1,7,1,39,0
U113420,24,1,8,9,2,15.99,2,4,3,2,190,11,13,43,1.8,21,25,17,0
U113421,63,3,10,39,2,7.99,2,3,3,3,110,12,1,41,4.4,21,98,53,0
U113422,22,2,10,48,1,15.99,2,4,3,8,284,11,12,95,2.2,39,31,37,0
U113423,41,2,10,56,3,15.99,3,4,3,1,249,4,9,62,4.8,9,52,34,0
U113424,45,1,6,8,3,12.99,4,3,1,7,208,2,7,82,2.5,27,82,21,0
U113425,60,2,8,25,1,7.99,1,2,1,5,197,13,14,45,1.1,12,40,4,0
U113426,34,1,5,26,2,15.99,3,3,1,4,39,11,6,87,3.1,13,50,43,1
U113427,54,1,3,53,3,15.99,2,1,2,6,168,4,11,96,2.2,44,7,30,0
U113428,37,3,8,44,1,7.99,2,3,3,8,129,19,5,32,1.6,17,8,45,0
U113429,20,1,1,51,3,7.99,4,4,3,2,114,17,7,64,3.7,5,36,47,0
U113430,54,3,6,40,2,12.99,3,1,2,5,154,2,2,30,4.8,30,56,19,0
U113431,43,1,1,31,1,12.99,1,1,2,8,143,17,12,44,2.2,5,30,50,0
U113432,32,3,4,45,1,12.99,4,2,2,1,180,15,1,37,2.2,4,38,43,0
U113433,25,1,8,59,2,12.99,3,3,1,4,157,9,6,42,1.5,37,34,5,0
U113434,30,2,10,49,2,15.99,2,2,3,5,186,13,9,39,1.6,39,30,35,1
U113435,20,3,3,4,3,7.99,4,4,2,2,278,3,3,94,3.2,32,60,20,1
U113436,18,3,6,50,2,7.99,1,4,2,5,136,9,13,91,1.8,27,70,14,0
U113437,26,1,4,50,1,7.99,1,4,2,7,243,1,9,62,2.8,34,11,21,1
U113438,48,2,10,1,1,7.99,1,1,1,6,298,8,9,57,4.5,38,92,19,0
U113439,58,2,7,26,3,7.99,1,2,2,2,126,6,4,62,4.2,41,59,51,0
U113440,43,3,2,16,2,7.99,4,3,3,1,39,11,14,80,2.7,15,44,0,0
U113441,34,2,6,52,2,7.99,1,2,3,8,81,2,8,48,4.7,25,85,33,0
U113442,51,2,8,15,2,12.99,4,3,3,3,73,6,14,88,2.3,34,97,11,0
U113443,26,1,9,4,3,12.99,4,4,1,6,36,1,5,68,1.3,7,1,47,0
U113444,30,2,3,31,3,15.99,3,2,2,4,35,4,1,76,4.6,30,2,25,0
U113445,22,2,1,34,1,12.99,4,4,2,7,224,9,8,57,2.6,2,70,30,0
U113446,58,2,2,45,2,12.99,2,1,1,8,117,19,4,88,4.4,9,42,59,1
U113447,30,2,3,34,1,15.99,3,3,3,3,232,9,2,58,4.6,9,94,49,0
U113448,18,1,6,9,1,12.99,2,2,3,6,244,11,2,70,3.9,34,47,29,0
U113449,42,1,8,22,2,12.99,4,2,1,1,66,14,9,59,3.5,2,88,33,1
U113450,64,2,2,58,2,7.99,2,4,3,8,156,3,12,52,4.6,48,55,50,0
U113451,21,1,3,13,2,15.99,3,2,1,8,190,7,7,68,2.6,44,90,54,0
U113452,53,3,9,26,1,12.99,1,3,3,1,116,7,12,44,1.5,47,72,19,0
U113453,27,1,1,59,1,12.99,2,2,2,8,141,5,14,87,2.0,44,73,43,1
U113454,45,1,1,23,2,15.99,1,3,1,5,180,11,3,61,2.7,17,49,32,1
U113455,23,1,7,23,1,15.99,2,3,1,1,29,16,13,69,1.3,32,77,41,0
U113456,44,3,2,48,2,7.99,3,3,1,1,182,7,0,37,2.2,13,99,58,0
U113457,29,3,6,48,1,7.99,1,2,2,2,228,14,8,69,4.7,44,15,7,0
U113458,20,3,2,38,2,15.99,4,1,1,5,30,8,10,69,3.9,6,18,4,0
U113459,63,1,3,26,1,7.99,4,1,1,2,257,11,6,43,1.6,0,66,41,1
U113460,50,3,4,20,3,15.99,2,1,2,4,286,5,8,75,4.7,28,17,5,0
U113461,27,3,7,6,1,12.99,4,3,3,5,177,13,3,75,4.8,30,76,42,0
U113462,48,1,8,26,3,7.99,1,1,2,2,57,13,0,32,3.9,32,99,18,0
U113463,32,2,7,10,2,7.99,2,3,3,4,272,18,0,35,3.2,45,84,15,0
U113464,24,1,9,25,2,12.99,1,3,3,3,296,5,10,40,4.2,42,67,7,0
U113465,53,1,1,27,1,12.99,2,1,2,7,59,4,1,85,3.2,33,20,45,0
U113466,31,1,9,9,2,7.99,4,2,1,4,83,11,3,30,1.5,19,16,2,0
U113467,31,2,1,40,1,12.99,2,2,3,6,194,15,12,36,1.4,33,35,48,0
U113468,20,1,6,20,3,12.99,3,1,1,1,35,17,8,32,2.4,40,50,52,0
U113469,63,1,8,47,2,12.99,3,4,2,4,274,2,1,32,1.1,49,1,33,0
U113470,20,2,9,29,2,12.99,3,2,3,7,293,11,1,89,2.9,35,44,12,0
U113471,39,1,5,17,3,15.99,1,4,2,1,247,2,4,85,3.7,2,86,0,1
U113472,36,1,3,24,2,15.99,2,4,2,8,159,8,0,62,4.7,33,16,41,1
U113473,52,1,10,16,1,15.99,3,4,3,5,138,10,12,84,4.4,45,27,4,1
U113474,29,2,4,38,1,15.99,2,4,2,4,120,6,7,79,2.0,22,94,46,0
U113475,22,1,10,24,3,7.99,1,4,2,5,43,1,3,81,1.3,25,57,22,0
U113476,27,2,9,31,1,7.99,1,1,1,2,280,5,2,51,5.0,31,60,21,0
U113477,58,2,9,28,1,15.99,3,1,3,7,61,14,13,50,2.7,1,35,23,1
U113478,50,3,2,19,3,12.99,1,2,2,6,247,18,10,31,4.8,44,4,57,0
U113479,30,1,1,50,2,7.99,4,2,1,8,117,17,14,90,4.6,10,72,49,0
U113480,52,1,1,33,1,7.99,1,4,1,6,218,1,0,38,1.7,16,31,25,1
U113481,49,3,3,2,3,15.99,2,1,1,1,103,4,8,75,2.9,11,38,10,0
U113482,28,3,9,35,2,15.99,2,3,3,4,75,4,0,45,4.9,23,84,23,0
U113483,55,1,10,50,2,7.99,1,4,1,2,10,13,7,91,3.8,47,13,38,0
U113484,41,1,3,54,2,12.99,3,4,2,5,147,7,6,93,2.1,37,25,16,0
U113485,52,3,7,45,1,7.99,4,1,2,5,15,16,9,98,1.0,27,4,51,0
U113486,36,1,3,35,3,12.99,4,3,2,1,115,17,5,65,2.7,21,39,32,0
U113487,23,1,9,19,1,15.99,1,1,2,5,156,12,10,64,4.3,17,61,31,0
U113488,57,1,7,13,1,7.99,2,2,2,2,187,7,8,89,1.2,44,49,56,0
U113489,62,3,5,17,3,12.99,3,3,1,8,176,12,1,92,2.9,25,30,43,1
U113490,61,3,3,27,2,12.99,2,2,2,8,181,7,3,93,3.9,4,89,11,0
U113491,59,2,1,11,3,15.99,2,4,1,3,138,7,5,41,2.2,1,10,1,0
U113492,52,2,7,29,3,15.99,3,4,3,8,166,18,10,51,3.1,21,51,39,0
U113493,21,1,2,42,1,7.99,4,4,1,8,274,9,12,77,4.3,7,56,38,1
U113494,50,1,10,56,1,12.99,4,2,2,1,93,19,13,79,2.4,21,20,54,0
U113495,30,2,4,5,2,12.99,4,3,1,2,269,7,9,60,2.6,27,33,35,0
U113496,53,2,9,4,2,7.99,2,2,2,2,29,4,3,89,1.2,1,48,31,0
U113497,60,2,4,50,1,15.99,3,2,2,2,132,4,7,99,1.8,22,25,0,0
U113498,36,1,9,2,2,15.99,2,1,1,6,241,9,12,80,2.4,27,26,25,0
U113499,60,1,2,35,1,12.99,1,4,3,2,162,4,9,89,1.1,18,36,56,1
U113500,29,2,7,7,1,15.99,2,1,3,6,40,12,1,99,1.4,18,49,22,0
U113501,28,3,8,26,2,7.99,1,4,3,4,134,19,6,59,1.0,46,71,52,0
U113502,23,2,4,8,1,7.99,4,2,2,1,185,1,13,82,2.5,35,95,3,0
U113503,29,3,4,57,1,15.99,3,1,3,3,174,17,4,31,4.2,31,24,33,0
U113504,44,3,9,49,2,12.99,2,1,2,4,141,17,11,80,2.1,15,81,15,1
U113505,58,1,7,33,2,12.99,2,2,1,4,106,18,12,77,4.0,7,40,52,0
U113506,42,3,10,11,2,7.99,2,4,2,4,245,5,8,48,4.1,36,54,36,0
U113507,59,3,3,22,3,12.99,1,1,1,8,25,13,10,55,2.1,33,41,47,0
U113508,20,2,3,14,2,15.99,2,2,3,1,169,2,11,34,1.4,23,94,23,0
U113509,20,2,5,56,3,12.99,4,2,3,3,48,1,11,33,3.0,26,34,29,1
U113510,37,3,5,53,2,7.99,1,4,3,6,252,19,11,51,4.8,34,7,45,0
U113511,45,2,4,20,1,12.99,1,2,2,2,263,5,11,93,1.9,24,68,14,0
U113512,40,2,6,28,1,12.99,1,2,3,8,151,9,0,92,3.4,42,68,25,0
U113513,20,2,8,9,3,7.99,1,1,2,2,66,7,6,83,3.4,17,81,34,0
U113514,59,2,6,34,2,12.99,2,4,2,1,60,3,5,91,2.4,9,26,40,0
U113515,41,3,8,51,1,7.99,3,4,2,5,149,6,1,58,2.2,41,98,43,0
U113516,60,3,8,2,1,7.99,3,1,3,3,158,14,14,47,3.7,0,43,10,0
U113517,57,3,7,23,3,12.99,2,3,2,6,138,8,11,61,4.3,30,16,24,0
U113518,23,3,4,16,1,7.99,1,3,3,8,255,15,9,51,3.2,16,69,29,0
U113519,37,3,7,55,1,7.99,4,3,1,4,108,4,5,60,4.3,33,37,55,0
U113520,28,1,9,15,3,12.99,2,3,3,6,103,17,3,98,3.5,33,28,33,0
U113521,49,2,10,58,3,7.99,4,3,2,8,248,15,4,43,4.7,28,32,29,0
U113522,44,1,8,12,1,15.99,1,3,1,4,56,10,2,92,1.9,2,99,19,0
U113523,38,3,6,4,1,15.99,1,4,2,7,52,15,4,83,2.6,24,98,33,0
U113524,61,2,7,57,3,12.99,2,2,1,1,216,15,3,88,2.6,9,84,14,1
U113525,30,3,5,7,1,15.99,4,1,3,4,183,11,3,31,2.9,47,39,9,0
U113526,39,1,9,43,2,7.99,3,1,1,7,224,3,4,45,1.7,31,98,36,0
U113527,52,3,10,48,2,12.99,2,4,1,7,12,1,3,45,2.2,48,72,1,0
U113528,64,2,3,51,1,7.99,3,1,2,2,262,7,0,65,2.9,12,50,26,1
U113529,39,3,5,4,1,7.99,1,2,2,2,17,5,1,61,3.7,31,39,33,0
U113530,45,3,6,28,1,15.99,3,1,1,7,135,17,5,74,4.0,14,80,56,0
U113531,38,2,6,49,3,15.99,3,1,3,8,200,9,9,68,1.1,46,49,57,0
U113532,63,1,7,10,3,12.99,2,1,1,6,237,15,0,78,2.8,34,48,44,0
U113533,35,1,5,47,2,7.99,3,3,2,1,23,4,5,66,4.8,6,34,29,1
U113534,48,2,2,40,2,15.99,4,4,1,8,226,11,2,98,2.7,1,22,58,0
U113535,63,2,2,17,3,7.99,4,3,2,8,79,2,2,93,1.6,33,10,47,0
U113536,54,1,2,43,2,7.99,1,4,2,3,124,13,6,48,4.5,6,76,4,0
U113537,38,2,8,51,1,12.99,3,2,2,3,291,1,10,30,4.7,35,21,42,0
U113538,31,1,10,26,2,15.99,3,2,2,2,211,3,7,30,2.2,19,79,57,0
U113539,42,3,8,26,2,7.99,3,4,2,4,92,14,13,83,3.8,9,51,25,1
U113540,44,1,10,40,3,15.99,2,4,1,1,233,18,5,66,4.9,35,53,40,1
U113541,57,2,9,7,3,12.99,2,3,3,6,260,2,4,41,1.9,44,12,42,0
U113542,40,3,4,30,2,7.99,4,1,3,3,214,3,1,64,4.9,8,75,11,0
U113543,48,2,3,7,1,15.99,3,2,1,6,62,9,14,77,2.1,47,0,14,0
U113544,64,1,1,56,1,15.99,2,2,3,1,162,11,1,64,2.4,14,5,48,0
U113545,46,3,5,45,1,7.99,2,2,2,3,279,17,3,90,3.6,11,57,15,0
U113546,64,1,1,24,3,15.99,4,3,1,8,161,5,11,54,2.3,14,87,49,1
U113547,47,3,4,3,1,12.99,2,3,1,2,98,9,2,63,3.8,39,30,16,1
U113548,43,2,3,12,1,7.99,4,4,3,1,266,19,10,57,1.5,36,72,24,0
U113549,37,1,3,28,3,15.99,3,2,2,6,182,17,4,41,2.0,29,43,31,0
U113550,55,3,1,33,2,12.99,4,1,2,1,286,4,7,63,2.8,7,35,44,0
